feature,budget_usd,worldwide_revenue_usd,vote_average,vote_count,popularity,roi_simple
budget_usd,1.0,0.7088292754430664,0.008877941627145157,0.491213806869192,0.4917386825838328,-0.03221233092252777
worldwide_revenue_usd,0.7088292754430664,1.0,0.1662827570071023,0.7078900116566328,0.611266975632988,0.6257553518380614
vote_average,0.008877941627145157,0.1662827570071023,1.0,0.26358514643658687,0.33527798235278594,0.3018627783072906
vote_count,0.491213806869192,0.7078900116566328,0.26358514643658687,1.0,0.7219434306294554,0.4606130866715889
popularity,0.4917386825838328,0.611266975632988,0.33527798235278594,0.7219434306294554,1.0,0.3590470266796147
roi_simple,-0.03221233092252777,0.6257553518380614,0.3018627783072906,0.4606130866715889,0.3590470266796147,1.0
