tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,director_id,director_ids
634429,Shin Ultraman,2022-05-13,112.0,ja,5500000.0,34441594.0,7.8867,7.476,255,Action; Science Fiction,JP,Tsuburaya Productions; TOHO; khara; Cine Bazar; TOHO Studios; Shirogumi,5905; 882; 4145; 5896; 182161; 11327,,,Shinji Higuchi,Takumi Saitoh; Masami Nagasawa; Hidetoshi Nishijima; Daiki Arioka; Akari Hayami; Tetsushi Tanaka; Koji Yamamoto; Ryo Iwamatsu; Kyusaku Shimada; Toru Masuoka,115700; 87637; 13250; 1223089; 1271329; 587661; 133944; 128481; 127224; 120804,2022,1.0,80752.0,80752
634492,Madame Web,2024-02-14,117.0,en,80000000.0,100498764.0,15.5843,5.278,2688,Action; Fantasy,US,Columbia Pictures; di Bonaventura Pictures,5; 435,,,SJ Clarkson,Dakota Johnson; Sydney Sweeney; Isabela Merced; Celeste O'Connor; Tahar Rahim; Mike Epps; Emma Roberts; Adam Scott; Kerry Bishé; Zosia Mamet,118545; 115440; 1428070; 1972881; 81051; 51944; 34847; 36801; 58356; 206966,2024,1.0,223551.0,223551
634528,The Marksman,2021-01-15,108.0,en,23000000.0,23076711.0,16.4413,6.773,1768,Action; Drama; Thriller,US,Sculptor Media; Zero Gravity Management; Cutting Edge Group; Stonehouse Motion Pictures; Voltage Pictures,80292; 5357; 94694; 145547; 6626,,,Robert Lorenz,Liam Neeson; Jacob Perez; Katheryn Winnick; Teresa Ruiz; Sean A. Rosales; Jose Vasquez; Juan Pablo Raba; Alfredo Quiroz; Antonio Leyba; Dylan Kenin,3896; 2419575; 26723; 589722; 2133918; 1711699; 937009; 2090180; 1488519; 85419,2021,1.0,4746.0,4746
634649,Spider-Man: No Way Home,2021-12-15,148.0,en,200000000.0,1921426073.0,115.3466,7.945,22984,Action; Adventure; Science Fiction,US,Marvel Studios; Pascal Pictures; Columbia Pictures,420; 84041; 5,531241.0,Spider-Man (MCU) Collection,Jon Watts,Tom Holland; Zendaya; Benedict Cumberbatch; Jacob Batalon; Jon Favreau; Jamie Foxx; Willem Dafoe; Alfred Molina; Benedict Wong; Tony Revolori,1136406; 505710; 71580; 1649152; 15277; 134; 5293; 658; 30082; 1291350,2021,1.0,1293994.0,1293994
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,117.0,ja,15700000.0,523542183.0,20.2912,8.227,4663,Animation; Action; Fantasy,JP,ufotable; Aniplex; Shueisha; TOHO,5887; 2883; 2918; 882,925155.0,Demon Slayer: Kimetsu no Yaiba Collection,Haruo Sotozaki,Natsuki Hanae; Akari Kito; Hiro Shimono; Yoshitsugu Matsuoka; Satoshi Hino; Takahiro Sakurai; Katsuyuki Konishi; Saori Hayami; Kenichi Suzumura; Tomokazu Seki,1256603; 1563442; 119145; 233590; 224413; 9705; 24647; 221773; 9726; 90567,2020,1.0,1283010.0,1283010
635731,Pig,2021-07-16,92.0,en,3000000.0,4638959.0,9.0799,6.621,1805,Drama; Thriller; Mystery,GB; US,AI Film; Pulse Films; Saturn Films; Valparaiso Pictures; BlockBox Entertainment; Endeavor Content,51860; 57430; 831; 117654; 156036; 100640,,,Michael Sarnoski,Nicolas Cage; Alex Wolff; Adam Arkin; Nina Belforte; Gretchen Corbett; Dalene Young; Darius Pierce; Elijah Ungvary; Brian Sutherland; David Knell,2963; 934281; 55257; 3125984; 79734; 942560; 2087317; 1700997; 1102514; 41253,2021,1.0,2580328.0,2580328
635910,The Last Voyage of the Demeter,2023-08-09,119.0,en,45000000.0,21600000.0,9.1465,6.733,2023,Horror; Fantasy,DE; IN; GB; US,Phoenix Pictures; DreamWorks Pictures; Reliance Entertainment; Studio Babelsberg; StoryWorks Productions; Wise Owl Media,11317; 7; 7294; 264; 206581; 302030,,,André Øvredal,Corey Hawkins; Aisling Franciosi; David Dastmalchian; Javier Botet; Liam Cunningham; Chris Walley; Jon Jon Briones; Stefan Kapičić; Martin Furulund; Nikolai Nikolaeff,1154054; 1323109; 83854; 111090; 15498; 1656685; 1224010; 80507; 1291166; 1238110,2023,0.0,135113.0,135113
636173,Dream,2023-04-26,127.0,ko,,3890008.0,5.9821,6.901,131,Comedy; Drama,KR; HU,October Cinema; No Brake Film; Plus M Entertainment; Blue Danube Films,201026; 223563; 91505; 250304,,,Lee Byeong-heon,Park Seo-jun; IU; Kim Jong-soo; Ko Chang-seok; Jung Seung-kil; Lee Hyun-woo; Yang Hyun-min; Hong Wan-pyo; Heo Joon-seok; Lee Haney,1347525; 1252318; 1295417; 150697; 1420814; 1299252; 2156750; 1864515; 1418582; 2194255,2023,,1456792.0,1456792
637649,Wrath of Man,2021-04-22,119.0,en,40000000.0,103966489.0,24.3417,7.571,6271,Thriller; Crime; Drama,GB; US,Miramax; Toff Guy Films,14; 2900,,,Guy Ritchie,Jason Statham; Holt McCallany; Rocci Williams; Josh Hartnett; Jeffrey Donovan; Scott Eastwood; Andy Garcia; Deobia Oparei; Laz Alonso; Raúl Castillo,976; 7497; 1629429; 2299; 52886; 928572; 1271; 58758; 10964; 557579,2021,1.0,956.0,956
637693,Spirit Untamed,2021-05-20,88.0,en,30000000.0,42717215.0,5.581,7.236,582,Adventure; Animation; Family; Western,US,Universal Pictures; DreamWorks Animation,33; 521,806483.0,Spirit Collection,Elaine Bogan,Isabela Merced; Julianne Moore; Marsai Martin; Mckenna Grace; Walton Goggins; Jake Gyllenhaal; Gary A. Hecker; Eiza González; Andre Braugher; Lucian Perez,1428070; 1231; 1407498; 1172108; 27740; 131; 1077782; 1222992; 6861; 2378424,2021,1.0,1400404.0,1400404
638449,The Last Letter from Your Lover,2021-07-23,110.0,en,,1451974.0,6.472,7.334,682,Drama; Romance,CA; GB,Blueprint Pictures; The Film Farm,2376; 22884,,,Augustine Frizzell,Shailene Woodley; Felicity Jones; Callum Turner; Joe Alwyn; Nabhaan Rizwan; Ncuti Gatwa; Emma Appleton; Christian Brassington; Alice Orr-Ewing; Lee Knight,94185; 72855; 1371041; 1496392; 2152343; 1475239; 1770525; 118037; 1467145; 1408822,2021,,1285848.0,1285848
639720,IF,2024-05-08,104.0,en,110000000.0,190309707.0,12.9164,6.941,1685,Comedy; Fantasy; Family,US,Paramount Pictures; Sunday Night Productions; Maximum Effort,4; 29312; 104228,,,John Krasinski,Cailey Fleming; Ryan Reynolds; John Krasinski; Fiona Shaw; Steve Carell; Phoebe Waller-Bridge; Louis Gossett Jr.; Alan Kim; Liza Colón-Zayas; Bobby Moynihan,1709047; 10859; 17697; 10981; 4495; 1023483; 20959; 2476742; 59693; 452205,2024,1.0,17697.0,17697
639721,The Addams Family 2,2021-10-01,93.0,en,,119815153.0,7.2369,6.92,1427,Animation; Family; Comedy; Fantasy; Adventure,CA; US,Metro-Goldwyn-Mayer; Bron Studios; BermanBraun; Cinesite Animation; Nitrogen Studios Canada,21; 13240; 16494; 75234; 46875,750822.0,The Addams Family (Animated) Collection,Greg Tiernan,Oscar Isaac; Charlize Theron; Chloë Grace Moretz; Javon Walton; Nick Kroll; Snoop Dogg; Bette Midler; Bill Hader; Wallace Shawn; Conrad Vernon,25072; 6885; 56734; 2532098; 208519; 19767; 73931; 19278; 12900; 12080,2021,,142587.0,142587; 12080
639933,The Northman,2022-04-07,137.0,en,70000000.0,69633110.0,16.1407,7.0,5244,Action; Adventure; Fantasy,US,Regency Enterprises; New Regency Pictures; Square Peg; Focus Features,508; 10104; 123620; 10146,,,Robert Eggers,Alexander Skarsgård; Nicole Kidman; Claes Bang; Ethan Hawke; Anya Taylor-Joy; Gustav Lindh; Elliott Rose; Willem Dafoe; Phill Martin; Eldar Skar,28846; 2227; 150802; 569; 1397778; 1428295; 2748015; 5293; 1905687; 1543921,2022,0.0,138781.0,138781
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,125.0,en,200000000.0,476071180.0,21.8079,6.222,6053,Action; Adventure; Science Fiction,US,Marvel Studios; Kevin Feige Productions,420; 176762,422834.0,Ant-Man Collection,Peyton Reed,Paul Rudd; Evangeline Lilly; Michael Douglas; Michelle Pfeiffer; Jonathan Majors; Kathryn Newton; Corey Stoll; Bill Murray; Katy O'Brian; William Jackson Harper,22226; 19034; 3392; 1160; 1674162; 221192; 74541; 1532; 2252989; 1410478,2023,1.0,59026.0,59026
643215,Asterix & Obelix: The Middle Kingdom,2023-02-01,111.0,fr,72000000.0,46497678.0,6.9442,4.823,1202,Family; Comedy; Adventure; Fantasy,FR; BE,Les Éditions Albert René; Les Enfants Terribles; Pathé; Trésor Films; Artémis Productions; White and Yellow Films; TF1 Films Production,20409; 83068; 7981; 120768; 11773; 175064; 356,2396.0,Asterix & Obelix (Live Action) Collection,Guillaume Canet,Guillaume Canet; Gilles Lellouche; Vincent Cassel; Jonathan Cohen; Julie Chen; Leanna Chea; Marion Cotillard; José Garcia; Zlatan Ibrahimović; Manu Payet,19866; 54291; 1925; 129765; 3899517; 2316851; 8293; 24895; 1066986; 83967,2023,0.0,19866.0,19866
643532,The Card Counter,2021-09-03,112.0,en,,5040860.0,6.8212,6.121,1123,Drama; Thriller; Crime,SE; GB; US; CN,Redline Entertainment; LB Entertainment; Enriched Media Group; One Two Twenty Entertainment; Saturn Streaming; Astrakan Film AB; Grandave Capital,159010; 96310; 132439; 103867; 159008; 39530; 170350,,,Paul Schrader,Oscar Isaac; Tiffany Haddish; Tye Sheridan; Willem Dafoe; Alexander Babara; Bobby C. King; Ekaterina Baker; Bryan Truong; Dylan Flashner; Adrienne Lau,25072; 1230868; 1034681; 5293; 1723573; 191377; 2860533; 4075482; 2743359; 1356253,2021,,1035.0,1035
643586,Willy's Wonderland,2021-02-12,89.0,en,5000000.0,431020.0,7.2983,5.98,1183,Horror; Thriller; Action,US; MY,Saturn Films; JD Entertainment; Landafar Entertainment; Landmark Studio Group; Almost Never Films,831; 147832; 74496; 151378; 111475,,,Kevin Lewis,Nicolas Cage; Emily Tosta; Beth Grant; Ric Reitz; Chris Warner; Kai Kadlec; Caylee Cowan; Jonathan Mercedes; Terayle Hill; Christian Delgrosso,2963; 1870724; 5151; 118595; 139235; 2416318; 2442126; 2422999; 1683093; 1938897,2021,0.0,86967.0,86967
644495,House of Gucci,2021-11-24,158.0,en,75000000.0,153235995.0,8.1891,6.56,3510,Drama; Crime; History,CA; US,Metro-Goldwyn-Mayer; Bron Studios; Scott Free Productions,21; 13240; 221347,,,Ridley Scott,Lady Gaga; Adam Driver; Al Pacino; Jeremy Irons; Jared Leto; Jack Huston; Salma Hayek Pinault; Alexia Murray; Vincent Riotta; Gaetano Bruno,237405; 1023139; 1158; 16940; 7499; 54738; 3136; 124682; 26669; 35103,2021,1.0,578.0,578
644583,The Mauritanian,2021-02-12,129.0,en,,7527030.0,12.2756,7.38,1330,Drama; Thriller,US; GB,30WEST; Topic Studios; STXfilms; SunnyMarch; BBC Film; Shadowplay Features,104363; 99366; 47729; 92346; 288; 168922,,,Kevin Macdonald,Tahar Rahim; Jodie Foster; Benedict Cumberbatch; Shailene Woodley; Zachary Levi; Langley Kirkwood; Saamer Usmani; Corey Johnson; Matthew Marsh; David Fynn,81051; 1038; 71580; 94185; 69899; 37093; 2123490; 17199; 17353; 204807,2021,,17350.0,17350
645788,The Protégé,2021-08-19,109.0,en,,8639684.0,11.9834,6.553,1184,Action; Thriller; Crime,BG; RO; GB; US,Millennium Media; Arthur Sarkissian Productions; Campbell Grobman Films; Fourteen Films; I Road Productions; Ingenious Media; Seven Stars Entertainment; Signature Pictures; Frame Film; Nu Boyana Film Studios; Lionsgate,1020; 139921; 48738; 175296; 175297; 290; 175298; 2982; 210855; 74795; 1632,,,Martin Campbell,Maggie Q; Samuel L. Jackson; Michael Keaton; David Rintoul; Patrick Malahide; Ray Fearon; Ori Pfeffer; Robert Patrick; Florin Piersic Jr.; Tudor Chirilă,21045; 2231; 2232; 26706; 8979; 56650; 81480; 418; 52978; 1030524,2021,,10702.0,10702
646207,The Ice Road,2021-06-24,108.0,en,40000000.0,7502846.0,8.1359,6.745,1957,Action; Thriller,CA; US,Shivhans Pictures; Code Entertainment; Envision Media Arts; The Solution,33603; 14589; 19456; 33768,1119879.0,Ice Road Collection,Jonathan Hensleigh,Liam Neeson; Amber Midthunder; Marcus Thomas; Holt McCallany; Laurence Fishburne; Matt McCoy; Martin Sensmeier; Matt Salinger; BJ Verot; Bradley Sawatzky,3896; 1654001; 55174; 7497; 2975; 42206; 1584347; 76234; 1896599; 1106200,2021,0.0,876.0,876
646380,Don't Look Up,2021-12-08,138.0,en,75000000.0,791863.0,17.3408,7.057,9634,Comedy; Science Fiction; Drama,US,Hyperobject Industries,125055,,,Adam McKay,Leonardo DiCaprio; Jennifer Lawrence; Meryl Streep; Cate Blanchett; Rob Morgan; Jonah Hill; Mark Rylance; Tyler Perry; Timothée Chalamet; Ron Perlman,6193; 72129; 5064; 112; 1281250; 21007; 40900; 80602; 1190668; 2372,2021,0.0,55710.0,55710
646385,Scream,2022-01-12,114.0,en,24000000.0,138874789.0,16.4116,6.678,3997,Horror; Mystery,US,Paramount Pictures; Project X Entertainment; Radio Silence; Spyglass Media Group,4; 130448; 126588; 143790,2602.0,Scream Collection,Tyler Gillett,Melissa Barrera; Jenna Ortega; Mason Gooding; Jasmin Savoy Brown; Jack Quaid; Mikey Madison; Courteney Cox; David Arquette; Neve Campbell; Dylan Minnette,1373659; 974169; 2174509; 1508653; 1030513; 1640439; 14405; 15234; 9206; 112476,2022,1.0,1039527.0,1039527; 66681
646389,Plane,2023-01-11,107.0,en,25000000.0,74515586.0,9.1993,6.9,2735,Action; Adventure; Thriller,GB; US,MadRiver Pictures; di Bonaventura Pictures; G-BASE; Olive Hill Media; Riverstone Pictures,73492; 435; 103331; 149107; 76314,,,Jean-François Richet,Gerard Butler; Mike Colter; Tony Goldwyn; Yoson An; Evan Dane Taylor; Paul Ben-Victor; Daniella Pineda; Lilly Krug; Kelly Gale; Otis Winston,17276; 450; 3417; 1305610; 1365981; 85142; 1257819; 2453169; 1701014; 1736538,2023,1.0,58324.0,58324
646683,The Exorcism,2024-05-30,96.0,en,22000000.0,12610418.0,9.5933,5.0,452,Horror; Thriller,US,Miramax; Outerbanks Entertainment,14; 2180,,,Joshua John Miller,Russell Crowe; Ryan Simpkins; Sam Worthington; Chlöe Bailey; Adam Goldberg; Adrian Pasdar; David Hyde Pierce; Tracey Bonner; Marcenae Lynette; Joshua John Miller,934; 35027; 65731; 86800; 6163; 17304; 11076; 1549537; 3070232; 93151,2024,0.0,93151.0,93151
648579,The Unbearable Weight of Massive Talent,2022-04-20,107.0,en,30000000.0,29116320.0,9.5151,6.772,2586,Action; Comedy; Crime,US,Saturn Films; Burr! Productions,831; 128491,,,Tom Gormican,Nicolas Cage; Pedro Pascal; Sharon Horgan; Ike Barinholtz; Alessandra Mastronardi; Jacob Scipio; Lily Mo Sheen; Neil Patrick Harris; Tiffany Haddish; Paco León,2963; 1253360; 21676; 198150; 145326; 2256312; 1330527; 41686; 1230868; 224870,2022,0.0,1211000.0,1211000
649609,Renfield,2023-04-07,93.0,en,65000000.0,26493921.0,8.4062,6.436,2223,Comedy; Fantasy; Horror,US,Skybound Entertainment; Universal Pictures; Giant Wildcat,50032; 33; 197279,,,Chris McKay,Nicholas Hoult; Nicolas Cage; Awkwafina; Ben Schwartz; Shohreh Aghdashloo; Brandon Scott Jones; Adrian Martinez; Camille Chen; Bess Rous; Jenna Kanell,3292; 2963; 1625558; 222121; 21041; 1561268; 94432; 1218266; 1217650; 1303873,2023,0.0,144816.0,144816
651571,Breach,2020-12-17,93.0,en,,39328.0,5.8537,4.148,708,Science Fiction; Action; Horror,CA; US,308 Enterprises; Almost Never Films; Aloe Entertainment; Screen Media Films; Saban Films,68628; 111475; 5322; 6353; 76992,,,John Suits,Cody Kearsley; Bruce Willis; Rachel Nichols; Kassandra Clementi; Johnny Messner; Corey Large; Callan Mulvey; Timothy V. Murphy; Johann Urb; Ralf Moeller,1750413; 62; 50347; 1056610; 21798; 77109; 208296; 92949; 101017; 942,2020,,146836.0,146836
653346,Kingdom of the Planet of the Apes,2024-05-08,145.0,en,160000000.0,397378150.0,20.6083,7.056,4426,Science Fiction; Adventure; Action,US,20th Century Studios; Oddball Entertainment; Jason T. Reed Productions; TSG Entertainment,127928; 133024; 89254; 22213,173710.0,Planet of the Apes (Reboot) Collection,Wes Ball,Owen Teague; Freya Allan; Kevin Durand; Peter Macon; William H. Macy; Eka Darville; Travis Jeffery; Lydia Peckham; Neil Sandilands; Ras-Samuel Welda'abzgi,1586047; 2146942; 79072; 1444816; 3905; 966554; 1394427; 2435321; 136295; 3757983,2024,1.0,1179066.0,1179066
653598,Spree,2020-08-14,93.0,en,,43840.0,7.13,6.388,572,Comedy; Horror; Thriller,US,DreamCrew; Forest Hill Entertainment; Spacemaker Productions; Particular Crowd; SuperBloom Films,124433; 125824; 146684; 119056; 141991,,,Eugene Kotlyarenko,Joe Keery; David Arquette; Joshua Ovalle; A.J. Del Cueto; Andy Faulkner; Honor Levy; Sara Lassner; Linas Phillips; Jessalyn Gilsig; John DeLuca,1467219; 15234; 6009945; 1941475; 2898852; 3436727; 4506936; 123512; 7523; 1094568,2020,,1211473.0,1211473
653851,Devotion,2022-11-23,139.0,en,90000000.0,21768133.0,5.3328,7.052,849,War; Drama; History,US,Black Label Media; STXfilms,33681; 47729,,,J.D. Dillard,Jonathan Majors; Glen Powell; Christina Jackson; Thomas Sadoski; Daren Kagasoff; Joe Jonas; Spencer Neville; Nick Hargrove; Boone Platt; Dean Denton,1674162; 83271; 1383349; 1218218; 221115; 85757; 1392534; 2402107; 2024835; 170153,2022,0.0,1485406.0,1485406
656663,Jackass Forever,2022-02-01,96.0,en,10000000.0,80563999.0,7.9272,6.81,968,Action; Comedy; Documentary,US,Paramount Pictures; MTV Entertainment Studios; Dickhouse Productions,4; 6329; 6328,17178.0,Jackass Collection,Jeff Tremaine,Johnny Knoxville; Steve-O; Chris Pontius; Dave England; Jason 'Wee Man' Acuña; Ehren McGhehey; Preston Lacy; Zach Holmes; Sean McInerney; Davon 'Jasper' Wilson,9656; 56585; 56586; 86627; 78840; 220241; 76365; 1600403; 3154463; 2063166,2022,1.0,56578.0,56578
659940,The Marco Effect,2021-05-27,125.0,da,8000000.0,39300.0,5.5029,5.775,131,Thriller; Crime,DK; DE,Nordisk Film Denmark; Nadcon Film; ZDF; Det Danske Filminstitut; Nordisk Film & TV Fond; Yousee; TV 2; Státní fond ČR pro podporu a rozvoj české kinematografie; TrustNordisk,235; 114640; 4606; 118; 5403; 148665; 758; 6062; 105392,319850.0,Department Q Collection,Martin Zandvliet,Ulrich Thomsen; Zaki Youssef; Sofie Torp; Anders Matthesen; Luboš Oláh; Henrik Noël Olesen; Thomas W. Gabrielsson; Lisa Carlehed; Caspar Phillipson; Louise Gammelgaard,4455; 2204705; 2038235; 66843; 3187487; 1388462; 234741; 1111176; 1441919; 2196599,2021,0.0,114540.0,114540
659959,Summer of 85,2020-07-14,101.0,fr,6900000.0,3600000.0,5.0907,7.419,944,Romance; Drama,BE; FR,Mandarin Production; SCOPE Pictures; FOZ; France 2 Cinéma; Playtime; RTBF,121654; 11199; 149; 83; 108769; 792,,,François Ozon,Félix Lefebvre; Benjamin Voisin; Philippine Velge; Valeria Bruni Tedeschi; Melvil Poupaud; Isabelle Nanty; Laurent Fernandez; Aurore Broutin; Bruno Lochet; Yoann Zimmer,1859007; 1871464; 2496534; 5077; 26100; 2412; 1371649; 1062338; 71377; 1517883,2020,0.0,4387.0,4387
660000,Lost Illusions,2021-10-20,149.0,fr,20800000.0,8600000.0,5.0707,7.377,574,Drama; Romance; History,BE; FR,Curiosa Films; France 3 Cinéma; Pictanovo; uMedia; Gaumont; Gabriel Inc.,77552; 591; 75242; 19037; 9; 117048,,,Xavier Giannoli,Benjamin Voisin; Cécile de France; Vincent Lacoste; Xavier Dolan; Salomé Dewaels; Jeanne Balibar; André Marcon; Louis-Do de Lencquesaing; Gérard Depardieu; Jean-François Stévenin,1871464; 17522; 83797; 143593; 1480403; 77191; 55805; 230401; 16927; 6304,2021,0.0,113855.0,113855
660120,The Worst Person in the World,2021-10-13,128.0,no,5000000.0,12687507.0,14.9048,7.428,1951,Drama; Romance; Comedy,NO; SE; DK; FR,Oslo Pictures; Film i Väst; Snowglobe; B-Reel Films; ARTE France Cinéma; MK Productions; mk2 Films,113596; 2801; 88231; 39407; 94; 228923; 6274,,,Joachim Trier,Renate Reinsve; Anders Danielsen Lie; Herbert Nordrum; Hans Olav Brenner; Helene Bjørneby; Vidar Sandem; Maria Grazia Di Meo; Lasse Gretland; Karen Røise Kielland; Marianne Krogh,1576786; 71610; 1083266; 574243; 1479227; 99056; 1479362; 3267200; 3267201; 2108561,2021,1.0,71609.0,71609
660942,The Innocents,2021-09-03,117.0,no,3400000.0,322000.0,6.4234,6.919,781,Horror; Drama; Fantasy,DK; FI; FR; NO; SE,Mer Film; Zentropa International Sweden; Bufo; Logical Pictures; Snowglobe,21979; 8288; 79811; 92840; 88231,,,Eskil Vogt,Rakel Lenora Fløttum; Alva Brynsmo Ramstad; Sam Ashraf; Mina Yasmin Bremseth Asheim; Ellen Dorrit Petersen; Morten Svartveit; Kadra Yusuf; Lisa Tønne; Irina Eidsvold Tøien; Marius Kolbenstvedt,2946554; 2946555; 2946556; 2946557; 79331; 1989208; 2902152; 1479663; 1887985; 1362053,2021,0.0,444892.0,444892
661374,Glass Onion: A Knives Out Mystery,2022-11-23,140.0,en,40000000.0,15000000.0,16.0073,7.026,7116,Comedy; Crime; Mystery,US,T-Street,37871,722971.0,Knives Out Collection,Rian Johnson,Daniel Craig; Edward Norton; Janelle Monáe; Kathryn Hahn; Leslie Odom Jr.; Kate Hudson; Dave Bautista; Jessica Henwick; Madelyn Cline; Noah Segan,8784; 819; 1005852; 17696; 1254614; 11661; 543530; 1202689; 1642789; 48312,2022,0.0,67367.0,67367
661539,A Complete Unknown,2024-12-25,141.0,en,65000000.0,140508652.0,10.6568,7.069,1547,Drama; Music,US,Veritas Entertainment Group; Range Media Partners; The Picture Company; Turnpike Films; White Water; Searchlight Pictures; TSG Entertainment,123328; 167684; 99132; 138755; 246289; 127929; 22213,,,James Mangold,Timothée Chalamet; Edward Norton; Elle Fanning; Monica Barbaro; Scoot McNairy; Dan Fogler; Boyd Holbrook; Will Harrison; Joe Tippett; Eriko Hatsune,1190668; 819; 18050; 1525043; 59233; 58873; 467645; 1968242; 1664022; 69287,2024,1.0,366.0,366
663260,Black Box,2021-09-08,130.0,fr,10722240.0,9738741.0,5.5049,7.321,1470,Mystery; Thriller; Drama,FR; BE,24 25 Films; WY Productions,49068; 3304,,,Yann Gozlan,Pierre Niney; Lou de Laâge; André Dussollier; Sébastien Pouderoux; Olivier Rabourdin; Guillaume Marquet; Mehdi Djaadi; Aurélien Recoing; André Marcon; Anne Azoulay,145121; 939099; 18177; 1318257; 49278; 118509; 1472079; 15482; 55805; 1136891,2021,0.0,225407.0,225407
